id,name,player_link,team,team_link,age,number,position,height,weight,last_attended,country,birth_date,experience,draft
365,"Isaac Okoro",https://www.nba.com/player/1630171/isaac-okoro/,"Cleveland Cavaliers ",https://www.nba.com/team/1610612739/cavaliers/,20,"35 ",Forward-Guard,2,102,Auburn,USA,2001-01-26,Rookie,"2020 R1 Pick 5"
366,"KZ Okpala",https://www.nba.com/player/1629644/kz-okpala/,"Miami Heat ",https://www.nba.com/team/1610612748/heat/,21,"11 ",Forward-Guard,2,98,Stanford,USA,1999-04-28,1,"2019 R2 Pick 32"
367,"Victor Oladipo",https://www.nba.com/player/203506/victor-oladipo/,"Miami Heat ",https://www.nba.com/team/1610612748/heat/,28,"4 ",Guard,2,97,Indiana,USA,1992-05-04,7,"2013 R1 Pick 2"
368,"Kelly Olynyk",https://www.nba.com/player/203482/kelly-olynyk/,"Houston Rockets ",https://www.nba.com/team/1610612745/rockets/,29,"41 ",Forward-Center,2,109,Gonzaga,Canada,1991-04-19,7,"2013 R1 Pick 13"
369,"Miye Oni",https://www.nba.com/player/1629671/miye-oni/,"Utah Jazz ",https://www.nba.com/team/1610612762/jazz/,23,"81 ",Guard-Forward,2,93,Yale,USA,1997-08-04,1,"2019 R2 Pick 58"
370,"Cedi Osman",https://www.nba.com/player/1626224/cedi-osman/,"Cleveland Cavaliers ",https://www.nba.com/team/1610612739/cavaliers/,25,"16 ",Forward,2,104,"Anadolu Efes",Turkey,1995-04-08,3,"2015 R2 Pick 31"
371,"Daniel Oturu",https://www.nba.com/player/1630187/daniel-oturu/,"LA Clippers ",https://www.nba.com/team/1610612746/clippers/,21,"10 ",Center,2,109,Minnesota,USA,1999-09-20,Rookie,"2020 R2 Pick 33"
372,"Kelly Oubre Jr.",https://www.nba.com/player/1626162/kelly-oubre-jr/,"Golden State Warriors ",https://www.nba.com/team/1610612744/warriors/,25,"12 ",Forward-Guard,2,92,Kansas,USA,1995-12-09,5,"2015 R1 Pick 15"
373,"Jabari Parker",https://www.nba.com/player/203953/jabari-parker/,NULL,NULL,26,NULL,Foward,2,111,Duke,USA,1995-03-15,6,"2014 R1 Pick 2"
374,"Eric Paschall",https://www.nba.com/player/1629672/eric-paschall/,"Golden State Warriors ",https://www.nba.com/team/1610612744/warriors/,24,"7 ",Forward,2,116,Villanova,USA,1996-11-04,1,"2019 R2 Pick 41"
375,"Anzejs Pasecniks",https://www.nba.com/player/1628394/anzejs-pasecniks/,NULL,NULL,25,NULL,Center-Forward,2,104,"Gran Canaria",Latvia,1995-12-20,1,"2017 R1 Pick 25"
376,"Patrick Patterson",https://www.nba.com/player/202335/patrick-patterson/,"LA Clippers ",https://www.nba.com/team/1610612746/clippers/,32,"54 ",Forward,2,107,Kentucky,USA,1989-03-14,10,"2010 R1 Pick 14"
377,"Justin Patton",https://www.nba.com/player/1628383/justin-patton/,NULL,NULL,23,NULL,Center,2,109,Creighton,USA,1997-06-14,3,"2017 R1 Pick 16"
378,"Chris Paul",https://www.nba.com/player/101108/chris-paul/,"Phoenix Suns ",https://www.nba.com/team/1610612756/suns/,35,"3 ",Guard,2,79,"Wake Forest",USA,1985-05-06,15,"2005 R1 Pick 4"
379,"Cameron Payne",https://www.nba.com/player/1626166/cameron-payne/,"Phoenix Suns ",https://www.nba.com/team/1610612756/suns/,26,"15 ",Guard,2,83,"Murray State",USA,1994-08-08,5,"2015 R1 Pick 14"
380,"Elfrid Payton",https://www.nba.com/player/203901/elfrid-payton/,"New York Knicks ",https://www.nba.com/team/1610612752/knicks/,27,"6 ",Guard,2,88,Louisana-Lafayette,USA,1994-02-22,6,"2014 R1 Pick 10"
381,"Norvel Pelle",https://www.nba.com/player/203658/norvel-pelle/,"New York Knicks ",https://www.nba.com/team/1610612752/knicks/,28,"31 ",Center,2,105,Iona,USA,1993-02-03,1,Undrafted
382,"Reggie Perry",https://www.nba.com/player/1629617/reggie-perry/,"Brooklyn Nets ",https://www.nba.com/team/1610612751/nets/,21,"0 ",Forward-Center,2,113,"Mississippi State",USA,2000-03-21,Rookie,"2020 R2 Pick 57"
383,"Theo Pinson",https://www.nba.com/player/1629033/theo-pinson/,"New York Knicks ",https://www.nba.com/team/1610612752/knicks/,25,"21 ",Guard-Forward,2,96,"North Carolina",USA,1995-11-05,2,Undrafted
384,"Mason Plumlee",https://www.nba.com/player/203486/mason-plumlee/,"Detroit Pistons ",https://www.nba.com/team/1610612765/pistons/,31,"24 ",Forward-Center,2,115,Duke,USA,1990-03-05,7,"2013 R1 Pick 22"
385,"Jakob Poeltl",https://www.nba.com/player/1627751/jakob-poeltl/,"San Antonio Spurs ",https://www.nba.com/team/1610612759/spurs/,25,"25 ",Center,2,111,Utah,Austria,1995-10-15,4,"2016 R1 Pick 9"
386,"Vincent Poirier",https://www.nba.com/player/1629738/vincent-poirier/,NULL,NULL,27,NULL,Center-Forward,2,107,Baskonia,France,1993-10-17,1,Undrafted
387,"Aleksej Pokusevski",https://www.nba.com/player/1630197/aleksej-pokusevski/,"Oklahoma City Thunder ",https://www.nba.com/team/1610612760/thunder/,19,"17 ",Center,2,86,Olympiacos,Serbia,2001-12-26,Rookie,"2020 R1 Pick 17"
388,"Jordan Poole",https://www.nba.com/player/1629673/jordan-poole/,"Golden State Warriors ",https://www.nba.com/team/1610612744/warriors/,21,"3 ",Guard,2,88,Michigan,USA,1999-06-19,1,"2019 R1 Pick 28"
389,"Jontay Porter",https://www.nba.com/player/1629007/jontay-porter/,"Memphis Grizzlies ",https://www.nba.com/team/1610612763/grizzlies/,21,"4 ",Center-Forward,2,109,Missouri,USA,1999-11-15,Rookie,Undrafted
390,"Kevin Porter Jr.",https://www.nba.com/player/1629645/kevin-porter-jr/,"Houston Rockets ",https://www.nba.com/team/1610612745/rockets/,20,"3 ",Guard-Forward,2,92,"Southern California",USA,2000-05-04,1,"2019 R1 Pick 30"
391,"Michael Porter Jr.",https://www.nba.com/player/1629008/michael-porter-jr/,"Denver Nuggets ",https://www.nba.com/team/1610612743/nuggets/,22,"1 ",Forward,2,99,Missouri,USA,1998-06-29,1,"2018 R1 Pick 14"
392,"Otto Porter Jr.",https://www.nba.com/player/203490/otto-porter-jr/,"Orlando Magic ",https://www.nba.com/team/1610612753/magic/,27,"22 ",Forward,2,90,"Georgetown ",USA,1993-06-03,7,"2013 R1 Pick 3"
393,"Bobby Portis",https://www.nba.com/player/1626171/bobby-portis/,"Milwaukee Bucks ",https://www.nba.com/team/1610612749/bucks/,26,"9 ",Forward,2,113,Arkansas,USA,1995-02-10,5,"2015 R1 Pick 22"
394,"Kristaps Porzingis",https://www.nba.com/player/204001/kristaps-porzingis/,"Dallas Mavericks ",https://www.nba.com/team/1610612742/mavericks/,25,"6 ",Forward-Center,2,109,"Cajasol Sevilla",Latvia,1995-08-02,4,"2015 R1 Pick 4"
395,"Dwight Powell",https://www.nba.com/player/203939/dwight-powell/,"Dallas Mavericks ",https://www.nba.com/team/1610612742/mavericks/,29,"7 ",Forward-Center,2,109,Stanford,Canada,1991-07-20,6,"2014 R2 Pick 45"
396,"Norman Powell",https://www.nba.com/player/1626181/norman-powell/,"Portland Trail Blazers ",https://www.nba.com/team/1610612757/blazers/,27,"24 ",Guard,2,98,UCLA,USA,1993-05-25,5,"2015 R2 Pick 46"
397,"Taurean Prince",https://www.nba.com/player/1627752/taurean-prince/,"Cleveland Cavaliers ",https://www.nba.com/team/1610612739/cavaliers/,27,"12 ",Forward,2,99,Baylor,USA,1994-03-22,4,"2016 R1 Pick 12"
398,"Payton Pritchard",https://www.nba.com/player/1630202/payton-pritchard/,"Boston Celtics ",https://www.nba.com/team/1610612738/celtics/,23,"11 ",Guard,2,88,Oregon,USA,1998-01-28,Rookie,"2020 R1 Pick 26"
399,"Immanuel Quickley",https://www.nba.com/player/1630193/immanuel-quickley/,"New York Knicks ",https://www.nba.com/team/1610612752/knicks/,21,"5 ",Guard,2,86,Kentucky,USA,1999-06-17,Rookie,"2020 R1 Pick 25"
400,"Jahmi'us Ramsey",https://www.nba.com/player/1630186/jahmius-ramsey/,"Sacramento Kings ",https://www.nba.com/team/1610612758/kings/,19,"3 ",Guard,2,86,"Texas Tech",USA,2001-06-09,Rookie,"2020 R2 Pick 43"
401,"Chasson Randle",https://www.nba.com/player/1626184/chasson-randle/,"Orlando Magic ",https://www.nba.com/team/1610612753/magic/,28,"25 ",Guard,2,84,Stanford,USA,1993-02-05,3,"2015 "
402,"Julius Randle",https://www.nba.com/player/203944/julius-randle/,"New York Knicks ",https://www.nba.com/team/1610612752/knicks/,26,"30 ",Forward-Center,2,113,Kentucky,USA,1994-11-29,6,"2014 R1 Pick 7"
403,"Cam Reddish",https://www.nba.com/player/1629629/cam-reddish/,"Atlanta Hawks ",https://www.nba.com/team/1610612737/hawks/,21,"22 ",Forward-Guard,2,99,Duke,USA,1999-09-01,1,"2019 R1 Pick 10"
404,"JJ Redick",https://www.nba.com/player/200755/jj-redick/,"Dallas Mavericks ",https://www.nba.com/team/1610612742/mavericks/,36,"17 ",Guard,2,91,Duke,USA,1984-06-24,14,"2006 R1 Pick 11"
405,"Paul Reed",https://www.nba.com/player/1630194/paul-reed/,"Philadelphia 76ers ",https://www.nba.com/team/1610612755/sixers/,21,"44 ",Forward,2,95,DePaul,USA,1999-06-14,Rookie,"2020 R2 Pick 58"
406,"Naz Reid",https://www.nba.com/player/1629675/naz-reid/,"Minnesota Timberwolves ",https://www.nba.com/team/1610612750/timberwolves/,21,"11 ",Center-Forward,2,120,"Louisiana State",USA,1999-08-26,1,Undrafted
407,"Cameron Reynolds",https://www.nba.com/player/1629244/cameron-reynolds/,"San Antonio Spurs ",https://www.nba.com/team/1610612759/spurs/,26,"23 ",Forward,2,102,Tulane,USA,1995-02-07,1,Undrafted
408,"Nick Richards",https://www.nba.com/player/1630208/nick-richards/,"Charlotte Hornets ",https://www.nba.com/team/1610612766/hornets/,23,"14 ",Center,2,111,Kentucky,Jamaica,1997-11-29,Rookie,"2020 R2 Pick 42"
409,"Josh Richardson",https://www.nba.com/player/1626196/josh-richardson/,"Dallas Mavericks ",https://www.nba.com/team/1610612742/mavericks/,27,"0 ",Guard,2,91,Tennessee,USA,1993-09-15,5,"2015 R2 Pick 40"
410,"Grant Riller",https://www.nba.com/player/1630203/grant-riller/,"Charlotte Hornets ",https://www.nba.com/team/1610612766/hornets/,24,"7 ",Guard,2,86,"College of Charleston",USA,1997-02-08,Rookie,"2020 R2 Pick 56"
411,"Austin Rivers",https://www.nba.com/player/203085/austin-rivers/,NULL,NULL,28,NULL,Guard,2,91,Duke,USA,1992-08-01,8,"2012 R1 Pick 10"
412,"Andre Roberson",https://www.nba.com/player/203460/andre-roberson/,NULL,NULL,29,NULL,Guard-Forward,2,95,Colorado,USA,1991-12-04,6,"2013 R1 Pick 26"
413,"Duncan Robinson",https://www.nba.com/player/1629130/duncan-robinson/,"Miami Heat ",https://www.nba.com/team/1610612748/heat/,26,"55 ",Forward,2,98,Michigan,USA,1994-04-22,2,Undrafted
414,"Jerome Robinson",https://www.nba.com/player/1629010/jerome-robinson/,"Washington Wizards ",https://www.nba.com/team/1610612764/wizards/,24,"12 ",Guard,2,86,"Boston College",USA,1997-02-22,2,"2018 R1 Pick 13"
415,"Mitchell Robinson",https://www.nba.com/player/1629011/mitchell-robinson/,"New York Knicks ",https://www.nba.com/team/1610612752/knicks/,23,"23 ",Center-Forward,2,109,"Western Kentucky",USA,1998-04-01,2,"2018 R2 Pick 36"
416,"Glenn Robinson III",https://www.nba.com/player/203922/glenn-robinson-iii/,NULL,NULL,27,NULL,Foward,2,101,Michigan,USA,1994-01-08,6,"2014 R2 Pick 40"
417,"Isaiah Roby",https://www.nba.com/player/1629676/isaiah-roby/,"Oklahoma City Thunder ",https://www.nba.com/team/1610612760/thunder/,23,"22 ",Forward,2,104,Nebraska-Lincoln,USA,1998-02-03,1,"2019 R2 Pick 45"
418,"Rajon Rondo",https://www.nba.com/player/200765/rajon-rondo/,"LA Clippers ",https://www.nba.com/team/1610612746/clippers/,35,"7 ",Guard,2,82,Kentucky,USA,1986-02-22,14,"2006 R1 Pick 21"
419,"Derrick Rose",https://www.nba.com/player/201565/derrick-rose/,"New York Knicks ",https://www.nba.com/team/1610612752/knicks/,32,"4 ",Guard,2,91,Memphis,USA,1988-10-04,11,"2008 R1 Pick 1"
420,"Terrence Ross",https://www.nba.com/player/203082/terrence-ross/,"Orlando Magic ",https://www.nba.com/team/1610612753/magic/,30,"31 ",Guard-Forward,2,93,Washington,USA,1991-02-05,8,"2012 R1 Pick 8"
421,"Terry Rozier",https://www.nba.com/player/1626179/terry-rozier/,"Charlotte Hornets ",https://www.nba.com/team/1610612766/hornets/,27,"3 ",Guard,2,86,Louisville,USA,1994-03-17,5,"2015 R1 Pick 16"
422,"Ricky Rubio",https://www.nba.com/player/201937/ricky-rubio/,"Minnesota Timberwolves ",https://www.nba.com/team/1610612750/timberwolves/,30,"9 ",Guard,2,86,"FC Barcelona",Spain,1990-10-21,9,"2009 R1 Pick 5"
423,"D'Angelo Russell",https://www.nba.com/player/1626156/dangelo-russell/,"Minnesota Timberwolves ",https://www.nba.com/team/1610612750/timberwolves/,25,"0 ",Guard,2,88,"Ohio State",USA,1996-02-23,5,"2015 R1 Pick 2"
424,"Domantas Sabonis",https://www.nba.com/player/1627734/domantas-sabonis/,"Indiana Pacers ",https://www.nba.com/team/1610612754/pacers/,24,"11 ",Forward-Center,2,109,Gonzaga,Lithuania,1996-05-03,4,"2016 R1 Pick 11"
425,"Luka Samanic",https://www.nba.com/player/1629677/luka-samanic/,"San Antonio Spurs ",https://www.nba.com/team/1610612759/spurs/,21,"19 ",Forward,2,103,"Union Olimpija",Croatia,2000-01-09,1,"2019 R1 Pick 19"
426,"JaKarr Sampson",https://www.nba.com/player/203960/jakarr-sampson/,"Indiana Pacers ",https://www.nba.com/team/1610612754/pacers/,28,"14 ",Forward,2,97,"St. John's ",USA,1993-03-20,5,Undrafted
427,"Dario Saric",https://www.nba.com/player/203967/dario-saric/,"Phoenix Suns ",https://www.nba.com/team/1610612756/suns/,26,"20 ",Forward-Center,2,102,"Anadolu Efes",Croatia,1994-04-08,4,"2014 R1 Pick 12"
428,"Tomas Satoransky",https://www.nba.com/player/203107/tomas-satoransky/,"Chicago Bulls ",https://www.nba.com/team/1610612741/bulls/,29,"31 ",Guard,2,95,"FC Barcelona","Czech Republic",1991-10-30,4,"2012 R2 Pick 32"
429,"Dennis Schroder",https://www.nba.com/player/203471/dennis-schroder/,"Los Angeles Lakers ",https://www.nba.com/team/1610612747/lakers/,27,"17 ",Guard,2,78,Braunschweig,Germany,1993-09-15,7,"2013 R1 Pick 17"
430,"Mike Scott",https://www.nba.com/player/203118/mike-scott/,"Philadelphia 76ers ",https://www.nba.com/team/1610612755/sixers/,32,"1 ",Forward,2,108,Virginia,USA,1988-07-16,8,"2012 R2 Pick 43"
431,"Jay Scrubb",https://www.nba.com/player/1630206/jay-scrubb/,"LA Clippers ",https://www.nba.com/team/1610612746/clippers/,20,"4 ",Guard,2,100,USA,USA,2000-09-01,Rookie,"2020 R2 Pick 55"
432,"Collin Sexton",https://www.nba.com/player/1629012/collin-sexton/,"Cleveland Cavaliers ",https://www.nba.com/team/1610612739/cavaliers/,22,"2 ",Guard,2,86,Alabama,USA,1999-01-04,2,"2018 R1 Pick 8"
433,"Landry Shamet",https://www.nba.com/player/1629013/landry-shamet/,"Brooklyn Nets ",https://www.nba.com/team/1610612751/nets/,24,"20 ",Guard,2,86,"Wichita State",USA,1997-03-13,2,"2018 R1 Pick 26"
434,"Iman Shumpert",https://www.nba.com/player/202697/iman-shumpert/,NULL,NULL,30,NULL,Guard,2,96,"Georgia Tech",USA,1990-06-26,9,"2011 R1 Pick 17"
435,"Pascal Siakam",https://www.nba.com/player/1627783/pascal-siakam/,"Toronto Raptors ",https://www.nba.com/team/1610612761/raptors/,27,"43 ",Forward,2,104,"New Mexico State",Cameroon,1994-04-02,4,"2016 R1 Pick 27"
436,"Chris Silva",https://www.nba.com/player/1629735/chris-silva/,"Sacramento Kings ",https://www.nba.com/team/1610612758/kings/,24,"30 ",Forward,2,106,"South Carolina",Gabon,1996-09-19,1,Undrafted
437,"Ben Simmons",https://www.nba.com/player/1627732/ben-simmons/,"Philadelphia 76ers ",https://www.nba.com/team/1610612755/sixers/,24,"25 ",Guard-Forward,2,109,"Louisiana State",Australia,1996-07-20,3,"2016 R1 Pick 1"
438,"Anfernee Simons",https://www.nba.com/player/1629014/anfernee-simons/,"Portland Trail Blazers ",https://www.nba.com/team/1610612757/blazers/,21,"1 ",Guard,2,82,"Edgewater HS (FL)",USA,1999-06-08,2,"2018 R1 Pick 24"
439,"Deividas Sirvydis",https://www.nba.com/player/1629686/deividas-sirvydis/,"Detroit Pistons ",https://www.nba.com/team/1610612765/pistons/,20,"91 ",Forward-Guard,2,86,Lithuania,Lithuania,2000-06-10,Rookie,"2019 R2 Pick 37"
440,"Alen Smailagic",https://www.nba.com/player/1629346/alen-smailagic/,"Golden State Warriors ",https://www.nba.com/team/1610612744/warriors/,20,"6 ",Forward,2,98,Beko,Serbia,2000-08-18,1,"2019 R2 Pick 39"
441,"Marcus Smart",https://www.nba.com/player/203935/marcus-smart/,"Boston Celtics ",https://www.nba.com/team/1610612738/celtics/,27,"36 ",Guard,2,100,"Oklahoma State",USA,1994-03-06,6,"2014 R1 Pick 6"
442,"Ish Smith",https://www.nba.com/player/202397/ish-smith/,"Washington Wizards ",https://www.nba.com/team/1610612764/wizards/,32,"14 ",Guard,2,79,"Wake Forest",USA,1988-07-05,10,Undrafted
443,"Jalen Smith",https://www.nba.com/player/1630188/jalen-smith/,"Phoenix Suns ",https://www.nba.com/team/1610612756/suns/,21,"10 ",Forward-Center,2,98,Maryland,USA,2000-03-16,Rookie,"2020 R1 Pick 10"
444,"Dennis Smith Jr.",https://www.nba.com/player/1628372/dennis-smith-jr/,"Detroit Pistons ",https://www.nba.com/team/1610612765/pistons/,23,"0 ",Guard,2,93,"North Carolina State",USA,1997-11-25,3,"2017 R1 Pick 9"
445,"Tony Snell",https://www.nba.com/player/203503/tony-snell/,"Atlanta Hawks ",https://www.nba.com/team/1610612737/hawks/,29,"19 ",Guard,2,97,"New Mexico",USA,1991-11-10,7,"2013 R1 Pick 20"
446,"Ray Spalding",https://www.nba.com/player/1629034/ray-spalding/,NULL,NULL,24,NULL,Foward,2,102,Louisville,USA,1997-03-11,1,"2018 R2 Pick 56"
447,"Cassius Stanley",https://www.nba.com/player/1630199/cassius-stanley/,"Indiana Pacers ",https://www.nba.com/team/1610612754/pacers/,21,"2 ",Guard,2,86,Duke,USA,1999-08-18,Rookie,"2020 R2 Pick 54"
448,"Lamar Stevens",https://www.nba.com/player/1630205/lamar-stevens/,"Cleveland Cavaliers ",https://www.nba.com/team/1610612739/cavaliers/,23,"8 ",Forward,2,104,"Penn State",USA,1997-07-09,Rookie,Undrafted
449,"Isaiah Stewart",https://www.nba.com/player/1630191/isaiah-stewart/,"Detroit Pistons ",https://www.nba.com/team/1610612765/pistons/,19,"28 ",Forward-Center,2,113,Washington,USA,2001-05-22,Rookie,"2020 R1 Pick 16"
450,"Max Strus",https://www.nba.com/player/1629622/max-strus/,"Miami Heat ",https://www.nba.com/team/1610612748/heat/,25,"31 ",Guard-Forward,2,98,DePaul,USA,1996-03-28,1,Undrafted
451,"Edmond Sumner",https://www.nba.com/player/1628410/edmond-sumner/,"Indiana Pacers ",https://www.nba.com/team/1610612754/pacers/,25,"5 ",Guard,2,89,Xavier,USA,1995-12-31,3,"2017 R2 Pick 52"
452,"Jae'Sean Tate",https://www.nba.com/player/1630256/jaesean-tate/,"Houston Rockets ",https://www.nba.com/team/1610612745/rockets/,25,"8 ",Forward,2,104,"Ohio State",USA,1995-10-28,Rookie,Undrafted
453,"Jayson Tatum",https://www.nba.com/player/1628369/jayson-tatum/,"Boston Celtics ",https://www.nba.com/team/1610612738/celtics/,23,"0 ",Forward-Guard,2,95,Duke,USA,1998-03-03,3,"2017 R1 Pick 3"
454,"Jeff Teague",https://www.nba.com/player/201952/jeff-teague/,"Milwaukee Bucks ",https://www.nba.com/team/1610612749/bucks/,32,"55 ",Guard,2,88,"Wake Forest",USA,1988-06-10,11,"2009 R1 Pick 19"
455,"Garrett Temple",https://www.nba.com/player/202066/garrett-temple/,"Chicago Bulls ",https://www.nba.com/team/1610612741/bulls/,34,"17 ",Guard-Forward,2,88,"Louisiana State",USA,1986-05-08,10,Undrafted
456,"Tyrell Terry",https://www.nba.com/player/1630179/tyrell-terry/,"Dallas Mavericks ",https://www.nba.com/team/1610612742/mavericks/,20,"1 ",Guard,2,73,Stanford,USA,2000-09-28,Rookie,"2020 R2 Pick 31"
457,"Daniel Theis",https://www.nba.com/player/1628464/daniel-theis/,"Chicago Bulls ",https://www.nba.com/team/1610612741/bulls/,29,"27 ",Forward-Center,2,111,"Brose Bamberg",Germany,1992-04-04,3,Undrafted
458,"Brodric Thomas",https://www.nba.com/player/1630271/brodric-thomas/,"Cleveland Cavaliers ",https://www.nba.com/team/1610612739/cavaliers/,24,"33 ",Guard,2,84,"Truman State ",USA,1997-01-28,Rookie,Undrafted
459,"Isaiah Thomas",https://www.nba.com/player/202738/isaiah-thomas/,"New Orleans Pelicans ",https://www.nba.com/team/1610612740/pelicans/,32,"4 ",Guard,2,84,Washington,USA,1989-02-07,9,"2011 R2 Pick 60"
460,"Matt Thomas",https://www.nba.com/player/1629744/matt-thomas/,"Utah Jazz ",https://www.nba.com/team/1610612762/jazz/,26,"21 ",Guard,2,86,"Iowa State",USA,1994-08-04,1,Undrafted
461,"Klay Thompson",https://www.nba.com/player/202691/klay-thompson/,"Golden State Warriors ",https://www.nba.com/team/1610612744/warriors/,31,"11 ",Guard,2,98,"Washington State",USA,1990-02-08,8,"2011 R1 Pick 11"
462,"Tristan Thompson",https://www.nba.com/player/202684/tristan-thompson/,"Boston Celtics ",https://www.nba.com/team/1610612738/celtics/,30,"13 ",Center-Forward,2,115,Texas,Canada,1991-03-13,9,"2011 R1 Pick 4"
463,"Sindarius Thornwell",https://www.nba.com/player/1628414/sindarius-thornwell/,NULL,NULL,26,NULL,Guard,2,98,"South Carolina",USA,1994-11-15,3,"2017 R2 Pick 48"
464,"Matisse Thybulle",https://www.nba.com/player/1629680/matisse-thybulle/,"Philadelphia 76ers ",https://www.nba.com/team/1610612755/sixers/,24,"22 ",Guard-Forward,2,91,Washington,USA,1997-03-04,1,"2019 R1 Pick 20"
465,"Killian Tillie",https://www.nba.com/player/1629681/killian-tillie/,"Memphis Grizzlies ",https://www.nba.com/team/1610612763/grizzlies/,23,"35 ",Forward-Center,2,100,Gonzaga,France,1998-03-05,Rookie,Undrafted
466,"Xavier Tillman",https://www.nba.com/player/1630214/xavier-tillman/,"Memphis Grizzlies ",https://www.nba.com/team/1610612763/grizzlies/,22,"2 ",Forward,2,111,"Michigan State",USA,1999-01-12,Rookie,"2020 R2 Pick 35"
467,"Obi Toppin",https://www.nba.com/player/1630167/obi-toppin/,"New York Knicks ",https://www.nba.com/team/1610612752/knicks/,23,"1 ",Forward,2,100,Dayton,USA,1998-03-04,Rookie,"2020 R1 Pick 8"
468,"Juan Toscano-Anderson",https://www.nba.com/player/1629308/juan-toscano-anderson/,"Golden State Warriors ",https://www.nba.com/team/1610612744/warriors/,27,"95 ",Forward,2,95,Marquette,USA,1993-04-10,1,Undrafted
469,"Axel Toupane",https://www.nba.com/player/1626253/axel-toupane/,"Milwaukee Bucks ",https://www.nba.com/team/1610612749/bucks/,28,"66 ",Guard-Forward,2,95,France,France,1992-07-23,2,Undrafted
470,"Karl-Anthony Towns",https://www.nba.com/player/1626157/karl-anthony-towns/,"Minnesota Timberwolves ",https://www.nba.com/team/1610612750/timberwolves/,25,"32 ",Center-Forward,2,112,Kentucky,USA,1995-11-15,5,"2015 R1 Pick 1"
471,"Gary Trent Jr.",https://www.nba.com/player/1629018/gary-trent-jr/,"Toronto Raptors ",https://www.nba.com/team/1610612761/raptors/,22,"33 ",Guard-Forward,2,95,Duke,USA,1999-01-18,2,"2018 R2 Pick 37"
472,"P.J. Tucker",https://www.nba.com/player/200782/pj-tucker/,"Milwaukee Bucks ",https://www.nba.com/team/1610612749/bucks/,35,"17 ",Forward,2,111,Texas,USA,1985-05-05,9,"2006 R2 Pick 35"
473,"Rayjon Tucker",https://www.nba.com/player/1629730/rayjon-tucker/,"Philadelphia 76ers ",https://www.nba.com/team/1610612755/sixers/,23,"9 ",Guard,2,95,"Arkansas-Little Rock",USA,1997-09-24,1,Undrafted
474,"Myles Turner",https://www.nba.com/player/1626167/myles-turner/,"Indiana Pacers ",https://www.nba.com/team/1610612754/pacers/,25,"33 ",Center-Forward,2,113,Texas,USA,1996-03-24,5,"2015 R1 Pick 11"
475,"Jonas Valanciunas",https://www.nba.com/player/202685/jonas-valanciunas/,"Memphis Grizzlies ",https://www.nba.com/team/1610612763/grizzlies/,28,"17 ",Center,2,120,"Lietuvos rytas Vilnius",Lithuania,1992-05-06,8,"2011 R1 Pick 5"
476,"Denzel Valentine",https://www.nba.com/player/1627756/denzel-valentine/,"Chicago Bulls ",https://www.nba.com/team/1610612741/bulls/,27,"45 ",Guard,2,100,"Michigan State",USA,1993-11-16,3,"2016 R1 Pick 14"
477,"Fred VanVleet",https://www.nba.com/player/1627832/fred-vanvleet/,"Toronto Raptors ",https://www.nba.com/team/1610612761/raptors/,27,"23 ",Guard,2,89,"Wichita State",USA,1994-02-25,4,Undrafted
478,"Jarred Vanderbilt",https://www.nba.com/player/1629020/jarred-vanderbilt/,"Minnesota Timberwolves ",https://www.nba.com/team/1610612750/timberwolves/,22,"8 ",Forward,2,97,Kentucky,USA,1999-04-03,2,"2018 R2 Pick 41"
479,"Devin Vassell",https://www.nba.com/player/1630170/devin-vassell/,"San Antonio Spurs ",https://www.nba.com/team/1610612759/spurs/,20,"24 ",Guard-Forward,2,91,"Florida State",USA,2000-08-23,Rookie,"2020 R1 Pick 11"
480,"Gabe Vincent",https://www.nba.com/player/1629216/gabe-vincent/,"Miami Heat ",https://www.nba.com/team/1610612748/heat/,24,"2 ",Guard,2,91,"California-Santa Barbara",USA,1996-06-14,1,Undrafted
481,"Noah Vonleh",https://www.nba.com/player/203943/noah-vonleh/,NULL,NULL,25,NULL,Foward,2,117,Indiana,USA,1995-08-24,6,"2014 R1 Pick 9"
482,"Nikola Vucevic",https://www.nba.com/player/202696/nikola-vucevic/,"Chicago Bulls ",https://www.nba.com/team/1610612741/bulls/,30,"9 ",Center,2,118,"Southern California",Montenegro,1990-10-24,9,"2011 R1 Pick 16"
483,"Dean Wade",https://www.nba.com/player/1629731/dean-wade/,"Cleveland Cavaliers ",https://www.nba.com/team/1610612739/cavaliers/,24,"32 ",Forward-Center,2,103,"Kansas State",USA,1996-11-20,1,Undrafted
484,"Moritz Wagner",https://www.nba.com/player/1629021/moritz-wagner/,"Boston Celtics ",https://www.nba.com/team/1610612738/celtics/,23,"20 ",Forward-Center,2,111,Michigan,Germany,1997-04-26,2,"2018 R1 Pick 25"
485,"Kemba Walker",https://www.nba.com/player/202689/kemba-walker/,"Boston Celtics ",https://www.nba.com/team/1610612738/celtics/,30,"8 ",Guard,2,83,Connecticut,USA,1990-05-08,9,"2011 R1 Pick 9"
486,"Lonnie Walker IV",https://www.nba.com/player/1629022/lonnie-walker-iv/,"San Antonio Spurs ",https://www.nba.com/team/1610612759/spurs/,22,"1 ",Guard-Forward,2,93,Miami,USA,1998-12-14,2,"2018 R1 Pick 18"
487,"John Wall",https://www.nba.com/player/202322/john-wall/,"Houston Rockets ",https://www.nba.com/team/1610612745/rockets/,30,"1 ",Guard,2,95,Kentucky,USA,1990-09-06,9,"2010 R1 Pick 1"
